event_year,flattened_locations,category,count
2017,EI,Religion,257962
2017,SF,Religion,145128
2015,TW,Religion,123863
2016,CM,Religion,75960
2017,CB,Religion,39946
2017,BY,Religion,14717
2017,VI,Religion,2827
2019,CK,Religion,1
2019,ER,Religion,9787
2016,ER,Religion,36645
2017,EZ,Religion,159399
2015,UZ,Religion,51549
2016,SM,Religion,2103
2019,CB,Religion,15017
2016,MF,Religion,1037
2019,MH,Religion,1532
2016,SV,Religion,1413
2017,SY,Religion,2243807
2016,BO,Religion,170262
2015,EG,Religion,1281920
2019,DA,Religion,80580
2016,BU,Religion,177098
2017,AO,Religion,55359
2015,BG,Religion,256907
2015,SN,Religion,107490
2015,FI,Religion,90701
2018,BM,Religion,74306
2015,KN,Religion,64716
2018,PM,Religion,47612
2018,SL,Religion,9266
2017,TO,Religion,19506
2018,MZ,Religion,19766
2019,LS,Religion,1529
2016,MD,Religion,61823
2017,TW,Religion,165792
2017,KN,Religion,318593
2016,LY,Religion,544960
2019,IR,Religion,507117
2017,LO,Religion,55641
2019,SG,Religion,19101
2017,MI,Religion,13974
2018,CJ,Religion,1413
2018,PL,Religion,326634
2018,CI,Religion,169275
2018,SW,Religion,295719
2015,LY,Religion,498875
2019,KS,Religion,105106
2019,TI,Religion,14142
2016,EZ,Religion,235740
2017,TI,Religion,28955
2016,ET,Religion,112725
2016,MT,Religion,46570
2015,NI,Religion,373634
2017,GT,Religion,50056
2016,MN,Religion,13904
2016,FG,Religion,1552
2017,WS,Religion,5456
2019,BY,Religion,5173
2018,FM,Religion,1489
2019,NH,Religion,1689
2018,CW,Religion,549
2015,IS,Religion,1469830
2015,SW,Religion,365080
2015,KS,Religion,177504
2016,MY,Religion,219307
2015,MK,Religion,87392
2016,HA,Religion,80461
2017,NU,Religion,35308
2018,GQ,Religion,6560
2016,CV,Religion,3861
2018,TT,Religion,5055
2016,FM,Religion,2522
2016,WQ,Religion,111
2019,SV,Religion,305
2018,IZ,Religion,675725
2019,WE,Religion,170298
2018,AF,Religion,368734
2015,UP,Religion,532779
2015,GP,Religion,21225
2018,HA,Religion,49386
2015,GT,Religion,33549
2018,PS,Religion,3267
2016,DO,Religion,13328
2016,SE,Religion,5302
2015,CJ,Religion,2647
2018,AC,Religion,2318
2019,KT,Religion,542
2016,TV,Religion,937
2019,IO,Religion,97
2018,US,Religion,4533452
2017,GM,Religion,1858332
2017,MY,Religion,205307
2016,NP,Religion,78716
2015,VE,Religion,205426
2019,UG,Religion,19411
2017,SO,Religion,377637
2016,VT,Religion,74574
2016,GB,Religion,15060
2016,SL,Religion,17650
2017,IM,Religion,296
2018,SV,Religion,912
2017,GK,Religion,1818
2017,KT,Religion,1029
2015,FP,Religion,1100
2018,BE,Religion,307913
2017,JO,Religion,489222
2016,PA,Religion,40908
2019,DJ,Religion,20669
2016,TN,Religion,4078
2018,JE,Religion,19476
2016,ZA,Religion,29510
2015,DR,Religion,17054
2019,GT,Religion,34164
2018,BC,Religion,10719
2018,TK,Religion,9950
2015,VQ,Religion,1570
2017,WQ,Religion,210
2016,AU,Religion,390802
2017,IT,Religion,1132015
2015,RS,Religion,1819858
2015,BE,Religion,448186
2016,ML,Religion,156602
2015,RE,Religion,32849
2019,QA,Religion,103241
2016,EC,Religion,78056
2016,BN,Religion,24962
2016,MI,Religion,20241
2019,NP,Religion,22466
2017,RM,Religion,3438
2019,EN,Religion,16438
2015,WI,Religion,4744
2015,AN,Religion,4354
2018,BY,Religion,10684
2016,BD,Religion,7655
2017,AA,Religion,2598
2018,LE,Religion,384947
2015,LE,Religion,628077
2019,PM,Religion,29540
2018,NU,Religion,66145
2016,LU,Religion,48916
2015,BL,Religion,82051
2016,SW,Religion,541867
2016,DA,Religion,248187
2016,SN,Religion,133325
2018,TZ,Religion,26893
2015,AJ,Religion,69038
2016,GG,Religion,38031
2019,AO,Religion,11618
2015,CH,Religion,1082484
2016,EG,Religion,1517455
2017,IN,Religion,1072350
2018,SA,Religion,660704
2018,BD,Religion,5450
2017,BE,Religion,502061
2018,KN,Religion,173305
2017,YI,Religion,15382
2018,GH,Religion,56609
2019,RI,Religion,40538
2017,HO,Religion,37556
2016,MZ,Religion,21850
2017,SL,Religion,16428
2018,PU,Religion,2385
2018,AQ,Religion,883
2016,NE,Religion,264
2018,NT,Religion,137
2016,EU,Religion,3
2016,IR,Religion,1688423
2015,PK,Religion,557189
2018,DJ,Religion,46070
2016,PO,Religion,214637
2018,MY,Religion,125879
2018,LA,Religion,15684
2016,HU,Religion,246519
2015,KZ,Religion,60213
2015,SU,Religion,138069
2015,BC,Religion,5128
2018,UY,Religion,29723
2018,NS,Religion,3122
2016,NS,Religion,4764
2017,TV,Religion,797
2018,JQ,Religion,8
2018,KQ,Religion,3
2015,TU,Religion,1752461
2019,FI,Religion,49882
2018,JM,Religion,23571
2018,CM,Religion,34272
2018,AY,Religion,6584
2015,GA,Religion,19355
2018,KV,Religion,42225
2018,SI,Religion,49645
2018,BF,Religion,9756
2015,CT,Religion,58179
2019,SA,Religion,325701
2018,LU,Religion,33202
2015,PU,Religion,5295
2019,EG,Religion,353286
2018,PA,Religion,30278
2018,TO,Religion,33887
2018,DR,Religion,13287
2017,FK,Religion,55
2015,JQ,Religion,11
2019,GR,Religion,198750
2015,CU,Religion,208544
2015,CI,Religion,105368
2019,YM,Religion,137684
2016,AG,Religion,231700
2019,HK,Religion,67106
2018,BH,Religion,7381
2017,ER,Religion,23824
2017,DR,Religion,18624
2015,SE,Religion,3990
2018,VC,Religion,3319
2019,SC,Religion,246
2015,FK,Religion,81
2018,BN,Religion,13084
2019,FR,Religion,753951
2017,PE,Religion,112444
2019,TH,Religion,87187
2016,MR,Religion,52004
2017,GV,Religion,33962
2017,CN,Religion,4278
2019,HO,Religion,27271
2017,MJ,Religion,61047
2018,GY,Religion,8083
2017,AQ,Religion,1706
2017,TN,Religion,2889
2015,BP,Religion,2809
2017,SI,Religion,88523
2015,OS,Religion,92796
2019,LA,Religion,7062
2017,LG,Religion,44149
2016,IV,Religion,41157
2017,DJ,Religion,59900
2018,CU,Religion,100640
2016,GJ,Religion,12218
2016,ES,Religion,36505
2017,LU,Religion,40867
2015,PG,Religion,1003
2019,UK,Religion,926271
2016,SZ,Religion,636376
2017,AM,Religion,146568
2019,SP,Religion,336258
2015,MX,Religion,369587
2015,CA,Religion,508497
2017,IC,Religion,87893
2018,SU,Religion,99593
2018,RE,Religion,25911
2015,CF,Religion,47106
2017,MR,Religion,47869
2018,RW,Religion,34601
2017,NG,Religion,66148
2018,NG,Religion,71254
2018,SM,Religion,2973
2017,WZ,Religion,2582
2016,GP,Religion,30586
2019,DR,Religion,8094
2018,RM,Religion,1589
2018,SE,Religion,3076
2016,SH,Religion,758
2015,FS,Religion,73
2017,RS,Religion,2029726
2015,SO,Religion,180195
2018,SY,Religion,1108347
2015,BU,Religion,108981
2017,CA,Religion,649168
2019,SZ,Religion,166999
2018,HR,Religion,105282
2015,GV,Religion,43299
2019,EI,Religion,127855
2015,LS,Religion,3785
2017,AV,Religion,2247
2018,NH,Religion,1870
2017,NT,Religion,164
2015,SX,Religion,5
2017,TS,Religion,183410
2017,MX,Religion,557669
2015,AE,Religion,230264
2015,DJ,Religion,79422
2016,LG,Religion,53027
2016,LA,Religion,35984
2016,NC,Religion,1988
2015,LQ,Religion,10
2015,AG,Religion,196916
2019,GY,Religion,3897
2017,PK,Religion,584572
2019,ES,Religion,27745
2016,BM,Religion,68012
2018,MU,Religion,94421
2019,BL,Religion,24975
2017,MC,Religion,12905
2015,AQ,Religion,1230
2017,WI,Religion,4940
2017,BD,Religion,5586
2018,TV,Religion,491
2018,PC,Religion,211
2016,CH,Religion,1482403
2016,MX,Religion,737066
2015,BM,Religion,74890
2015,KU,Religion,219766
2015,WE,Religion,234031
2015,MT,Religion,31202
2015,ES,Religion,34543
2017,RP,Religion,301606
2019,CE,Religion,141772
2015,NP,Religion,89801
2015,KV,Religion,49051
2015,EN,Religion,38190
2019,MF,Religion,630
2017,FG,Religion,1510
2018,MO,Religion,159675
2016,OS,Religion,114697
2016,SF,Religion,203069
2019,BE,Religion,159900
2019,OS,Religion,31310
2019,LG,Religion,19489
2019,MK,Religion,48700
2016,PU,Religion,6743
2017,GQ,Religion,13542
2019,RM,Religion,1529
2017,MH,Religion,3327
2016,WZ,Religion,2969
2016,FP,Religion,1670
2017,MF,Religion,696
2019,PU,Religion,1508
2016,FK,Religion,66
2019,SH,Religion,358
2015,GO,Religion,3
2017,UK,Religion,2320414
2017,BK,Religion,60369
2019,EC,Religion,21463
2016,AM,Religion,243508
2019,PO,Religion,82469
2018,GI,Religion,5282
2015,VI,Religion,853
2016,LI,Religion,23999
2015,MN,Religion,10656
2016,MV,Religion,15931
2018,WQ,Religion,50
2017,BQ,Religion,1
2017,GR,Religion,483886
2016,MO,Religion,354817
2019,TZ,Religion,14591
2018,SZ,Religion,306673
2018,CG,Religion,18224
2015,EC,Religion,71357
2015,MJ,Religion,30569
2016,BH,Religion,10808
2019,AY,Religion,3931
2019,BP,Religion,980
2019,GL,Religion,5807
2016,GL,Religion,8669
2016,LT,Religion,4386
2017,CV,Religion,3853
2017,SU,Religion,347861
2018,BR,Religion,293619
2017,GZ,Religion,158568
2018,VE,Religion,149942
2016,TH,Religion,337806
2015,GG,Religion,28473
2017,CO,Religion,169787
2016,HR,Religion,120538
2018,MB,Religion,4582
2019,TO,Religion,25893
2017,TK,Religion,11576
2015,FG,Religion,661
2017,IR,Religion,1490391
2015,KE,Religion,166688
2017,MN,Religion,12653
2017,DA,Religion,210804
2015,CS,Religion,11636
2016,EN,Religion,52238
2016,AY,Religion,10988
2017,EK,Religion,4912
2019,CQ,Religion,391
2017,PC,Religion,675
2017,IP,Religion,9
2015,FR,Religion,2234368
2017,AU,Religion,292433
2016,RW,Religion,49385
2015,AS,Religion,677296
2015,HU,Religion,236764
2016,BL,Religion,71327
2016,DJ,Religion,66787
2019,SI,Religion,17177
2018,GB,Religion,17914
2018,TI,Religion,29166
2019,TK,Religion,5740
2018,TL,Religion,255
2018,JN,Religion,10
2016,TE,Religion,1
2015,RB,Religion,128624
2016,GA,Religion,172521
2015,BR,Religion,286079
2017,AL,Religion,102327
2017,HA,Religion,48143
2017,GH,Religion,67260
2015,NG,Religion,91115
2016,MJ,Religion,44391
2018,IC,Religion,31050
2017,FJ,Religion,10836
2017,MV,Religion,22768
2017,KR,Religion,1413
2015,SH,Religion,506
2018,IP,Religion,2
2015,BV,Religion,9
2017,LE,Religion,583747
2015,UG,Religion,69178
2019,SY,Religion,508517
2016,RO,Religion,311519
2018,RB,Religion,103052
2018,CA,Religion,472896
2015,SF,Religion,154829
2015,AU,Religion,383599
2018,ML,Religion,104836
2015,LH,Religion,84060
2017,MA,Religion,14606
2018,GL,Religion,5860
2015,KT,Religion,2108
2015,JO,Religion,437973
2018,NL,Religion,230429
2019,LE,Religion,175537
2017,EC,Religion,57632
2019,AU,Religion,125904
2015,AM,Religion,151994
2017,KE,Religion,100377
2019,AF,Religion,202447
2019,SL,Religion,5223
2018,PF,Religion,241
2016,IT,Religion,1496272
2018,LO,Religion,51299
2015,SA,Religion,1246588
2018,ER,Religion,27357
2019,IT,Religion,548903
2016,BX,Religion,84190
2016,KG,Religion,54002
2018,AJ,Religion,82211
2016,BC,Religion,8006
2017,SB,Religion,148
2018,YM,Religion,286837
2017,AR,Religion,248831
2018,GZ,Religion,192065
2016,CE,Religion,93413
2015,RO,Religion,162853
2019,KU,Religion,50589
2018,NZ,Religion,62587
2018,LI,Religion,11851
2017,NR,Religion,14096
2015,EK,Religion,3642
2017,LQ,Religion,8
2015,JU,Religion,4
2016,AF,Religion,721666
2017,VM,Religion,232761
2018,CH,Religion,951376
2019,VM,Religion,118154
2017,VE,Religion,256277
2019,BM,Religion,24467
2015,LI,Religion,26253
2016,SO,Religion,198184
2018,RP,Religion,137640
2017,OS,Religion,79663
2015,MZ,Religion,15158
2017,BC,Religion,11755
2019,AQ,Religion,1314
2015,BO,Religion,124298
2019,BG,Religion,166572
2018,KG,Religion,27599
2015,HO,Religion,30675
2018,UZ,Religion,39795
2016,JM,Religion,40367
2018,NF,Religion,260
2019,AA,Religion,1506
2016,HQ,Religion,5
2016,TS,Religion,322950
2016,CO,Religion,195414
2018,KS,Religion,210818
2016,NG,Religion,74979
2016,NZ,Religion,113240
2019,IC,Religion,11847
2017,BT,Religion,16085
2016,MC,Religion,12080
2017,WA,Religion,9386
2016,RQ,Religion,29927
2019,SB,Religion,77
2018,TE,Religion,1
2019,VE,Religion,112764
2019,RP,Religion,90139
2015,ID,Religion,313017
2017,BO,Religion,130747
2018,MN,Religion,9480
2018,RO,Religion,204591
2016,MK,Religion,129512
2017,CF,Religion,54117
2018,CD,Religion,53067
2015,YI,Religion,11129
2016,AQ,Religion,6349
2019,CJ,Religion,1036
2015,NU,Religion,27230
2017,CT,Religion,29561
2018,HQ,Religion,38
2016,KQ,Religion,1
2017,FI,Violence,111799
2018,IN,Violence,805263
2016,JO,Violence,435220
2019,BU,Violence,36098
2017,VT,Violence,17226
2017,NI,Violence,356733
2017,GH,Violence,74716
2019,GT,Violence,33258
2015,LH,Violence,54585
2015,NU,Violence,27603
2017,PS,Violence,4149
2019,HR,Violence,28719
2018,HR,Violence,52789
2015,GV,Violence,38017
2018,EK,Violence,6561
2015,DO,Violence,5872
2018,WZ,Violence,2730
2019,AQ,Violence,1081
2019,NS,Violence,1058
2019,TN,Violence,1255
2017,LQ,Violence,2
2015,HU,Violence,166553
2019,NI,Violence,127396
2017,CJ,Violence,2963
2016,MV,Violence,18160
2015,CS,Violence,8241
2017,NC,Violence,1173
2015,MF,Violence,804
2019,MH,Violence,640
2019,WE,Violence,140490
2018,PO,Violence,120073
2016,NP,Violence,76354
2019,KZ,Violence,37555
2019,TZ,Violence,15549
2017,TK,Violence,5883
2019,ZA,Violence,8472
2016,SB,Violence,212
2016,FP,Violence,626
2019,PC,Violence,35
2019,NO,Violence,95205
2018,AO,Violence,56278
2016,LT,Violence,3694
2018,JE,Violence,19459
2019,LT,Violence,1846
2016,IM,Violence,77
2016,JQ,Violence,6
2016,BS,Violence,1
2019,LQ,Violence,3
2018,IZ,Violence,829354
2018,NI,Violence,258109
2017,PO,Violence,216365
2017,NZ,Violence,86761
2015,SW,Violence,320307
2017,MY,Violence,187048
2017,BR,Violence,359145
2016,BF,Violence,17323
2015,BF,Violence,11190
2015,BL,Violence,53120
2016,TI,Violence,48079
2016,BU,Violence,152184
2017,SH,Violence,190
2018,CD,Violence,70379
2018,BA,Violence,88313
2016,RB,Violence,150504
2016,ET,Violence,106828
2018,MP,Violence,29101
2017,EZ,Violence,124839
2017,HO,Violence,37546
2019,PU,Violence,1692
2017,GT,Violence,49237
2015,LI,Violence,19741
2016,WZ,Violence,4387
2015,BP,Violence,1874
2017,CU,Violence,189139
2018,CB,Violence,48648
2019,AR,Violence,86479
2019,GM,Violence,521112
2016,SF,Violence,265265
2015,MY,Violence,187405
2019,MX,Violence,294217
2016,RW,Violence,90008
2016,AJ,Violence,154918
2017,AY,Violence,7722
2018,FJ,Violence,6494
2016,DR,Violence,13771
2017,MV,Violence,24662
2019,TV,Violence,848
2017,TL,Violence,488
2015,NC,Violence,1161
2016,NE,Violence,255
2017,NG,Violence,110569
2017,BE,Violence,608953
2015,UK,Violence,1791189
2015,CH,Violence,999912
2016,GZ,Violence,192408
2015,OS,Violence,97544
2017,GJ,Violence,8011
2015,MR,Violence,55039
2015,LU,Violence,42822
2018,BL,Violence,46972
2019,VT,Violence,7525
2017,CN,Violence,3122
2019,GY,Violence,3552
2019,KT,Violence,542
2019,AN,Violence,1155
2015,AV,Violence,534
2016,PE,Violence,136663
2018,US,Violence,4982203
2019,TU,Violence,641670
2018,BE,Violence,351685
2015,FR,Violence,2527894
2015,RP,Violence,164241
2019,IT,Violence,342531
2016,NI,Violence,491679
2019,IR,Violence,565890
2018,PL,Violence,198074
2018,CM,Violence,49218
2017,AJ,Violence,119858
2019,JE,Violence,13865
2019,JM,Violence,10589
2016,SM,Violence,1730
2016,NH,Violence,5054
2015,VC,Violence,1887
2019,SB,Violence,17
2017,BV,Violence,2
2017,SA,Violence,1167516
2019,RP,Violence,77801
2016,MO,Violence,335120
2016,ES,Violence,36019
2017,UY,Violence,60865
2019,RI,Violence,35364
2017,WA,Violence,11276
2015,AN,Violence,3989
2015,SN,Violence,77246
2016,WE,Violence,262715
2019,SP,Violence,260122
2017,TS,Violence,234945
2015,MJ,Violence,29213
2019,HA,Violence,13336
2018,MH,Violence,1488
2015,PM,Violence,52727
2016,WS,Violence,3383
2018,RN,Violence,612
2015,KT,Violence,2596
2018,FK,Violence,21
2019,SC,Violence,66
2016,NT,Violence,93
2015,MO,Violence,334160
2015,EG,Violence,1284735
2016,BO,Violence,316457
2015,MK,Violence,87307
2019,TS,Violence,66376
2015,FI,Violence,72882
2019,NG,Violence,40615
2018,HK,Violence,66126
2019,EK,Violence,2781
2017,CE,Violence,62841
2019,SL,Violence,5746
2015,BB,Violence,5485
2019,MZ,Violence,12677
2019,AY,Violence,2452
2018,TN,Violence,2009
2017,HQ,Violence,27
2017,TE,Violence,3
2017,JA,Violence,513832
2017,PL,Violence,284038
2017,GM,Violence,1794719
2017,DJ,Violence,66655
2016,LA,Violence,45432
2019,FP,Violence,343
2018,LH,Violence,48703
2019,SI,Violence,10288
2016,GG,Violence,30277
2016,NR,Violence,14411
2016,PU,Violence,7713
2018,MB,Violence,4264
2018,SC,Violence,56
2015,AX,Violence,1
2017,MQ,Violence,6
2018,EG,Violence,742180
2019,TO,Violence,26302
2015,HO,Violence,29268
2018,TX,Violence,28393
2015,TZ,Violence,47937
2017,MP,Violence,41979
2016,MB,Violence,6731
2015,RQ,Violence,9213
2017,GL,Violence,6017
2019,YI,Violence,5775
2019,NT,Violence,86
2018,KU,Violence,115648
2018,AJ,Violence,81735
2019,CU,Violence,73370
2019,MO,Violence,62747
2017,HR,Violence,79209
2019,GP,Violence,4069
2018,AC,Violence,1317
2016,FG,Violence,1027
2019,CW,Violence,761
2016,KE,Violence,191505
2017,IR,Violence,1596727
2018,RO,Violence,135206
2015,KU,Violence,199688
2018,CU,Violence,121582
2016,NG,Violence,113120
2017,GA,Violence,38816
2015,HK,Violence,61851
2017,BU,Violence,118574
2019,TL,Violence,279
2016,NC,Violence,1154
2019,WZ,Violence,809
2016,SY,Violence,4620245
2017,SW,Violence,485853
2016,RP,Violence,333558
2016,ER,Violence,40105
2018,MN,Violence,4704
2017,TP,Violence,3538
2019,WI,Violence,2488
2017,BB,Violence,5065
2019,TP,Violence,439
2018,WQ,Violence,66
2017,WE,Violence,281050
2015,IC,Violence,19747
2016,EC,Violence,75801
2019,CA,Violence,252934
2016,PO,Violence,209112
2015,TS,Violence,398108
2019,ID,Violence,109953
2016,GT,Violence,55470
2017,NR,Violence,10397
2016,TP,Violence,2843
2017,ES,Violence,32987
2017,CT,Violence,34069
2019,TX,Violence,11290
2017,PU,Violence,5726
2016,WI,Violence,18085
2017,SV,Violence,1199
2018,CW,Violence,285
2015,NN,Violence,1
2016,SA,Violence,1305736
2019,ML,Violence,69649
2015,IR,Violence,1291325
2017,SN,Violence,88073
2018,GG,Violence,15776
2015,GH,Violence,57676
2015,BM,Violence,76884
2015,UG,Violence,84120
2017,BK,Violence,57654
2017,LS,Violence,3073
2016,CU,Violence,363570
2016,PK,Violence,1107743
2018,CH,Violence,1043084
2016,LE,Violence,792407
2018,AG,Violence,107838
2017,HK,Violence,76734
2019,UV,Violence,49220
2018,SI,Violence,33393
2018,MJ,Violence,36403
2015,PP,Violence,8552
2018,RE,Violence,17594
2018,GQ,Violence,4488
2015,MZ,Violence,15305
2015,MC,Violence,5251
2019,GJ,Violence,2500
2015,KQ,Violence,5
2017,CI,Violence,123482
2018,UP,Violence,583566
2017,TW,Violence,127088
2019,BP,Violence,986
2018,MA,Violence,6452
2015,BY,Violence,76409
2019,ST,Violence,546
2016,MH,Violence,1579
2018,KT,Violence,231
2019,FK,Violence,12
2019,CK,Violence,1
2017,CB,Violence,57304
2017,RO,Violence,238070
2017,AE,Violence,308713
2017,GR,Violence,367821
2016,OS,Violence,152653
2015,VE,Violence,270403
2015,DA,Violence,154707
2019,MJ,Violence,19963
2019,BC,Violence,4580
2018,VT,Violence,9995
2017,BG,Violence,289158
2016,AL,Violence,114943
2018,NL,Violence,193763
2019,DA,Violence,56422
2017,LH,Violence,64937
2016,ZI,Violence,56919
2019,AJ,Violence,27218
2016,BK,Violence,68534
2017,TZ,Violence,39788
2019,FJ,Violence,4482
2017,WI,Violence,12089
2018,AN,Violence,2071
2018,TT,Violence,6637
2015,DQ,Violence,6
2017,IS,Violence,1697061
2019,CI,Violence,46694
2019,AU,Violence,79044
2017,SF,Violence,190836
2017,LO,Violence,45607
2017,MN,Violence,10470
2016,AM,Violence,284347
2019,BL,Violence,29811
2015,WE,Violence,193285
2016,GP,Violence,19580
2017,MH,Violence,2978
2016,AN,Violence,3981
2018,BD,Violence,3816
2019,RN,Violence,181
2016,IP,Violence,5
2019,BV,Violence,7
2019,NF,Violence,45
2018,KQ,Violence,3
2019,KQ,Violence,3
2016,LY,Violence,754287
2016,TH,Violence,200933
2017,PK,Violence,711348
2016,JA,Violence,564255
2015,TI,Violence,48078
2016,AO,Violence,129692
2016,EI,Violence,202089
2017,PA,Violence,41892
2017,CS,Violence,12012
2015,AM,Violence,217785
2019,OS,Violence,31493
2018,DO,Violence,6308
2017,MI,Violence,11219
2016,LS,Violence,8511
2019,AV,Violence,177
2018,MQ,Violence,3
2015,IZ,Violence,2383063
2019,GR,Violence,129416
2015,RW,Violence,84535
2018,BU,Violence,86003
2018,SG,Violence,40539
2017,MJ,Violence,43701
2016,GA,Violence,31923
2018,TI,Violence,32556
2017,CQ,Violence,197
2017,BM,Violence,171119
2015,CA,Violence,438225
2016,AU,Violence,338438
2018,PK,Violence,493398
2017,TN,Violence,2189
2019,OD,Violence,19590
2018,BF,Violence,6840
2016,MG,Violence,34910
2019,TT,Violence,2301
2015,GL,Violence,3808
2015,HQ,Violence,50
2015,SM,Violence,747
2015,LQ,Violence,9
2016,WF,Violence,2
2015,VT,Violence,23484
2019,VM,Violence,111660
2015,SY,Violence,3541813
2018,MX,Violence,507486
2019,NZ,Violence,222525
2016,BG,Violence,509167
2015,JM,Violence,17163
2019,CY,Violence,33275
2016,PM,Violence,90223
2019,TW,Violence,75585
2017,DO,Violence,9106
2019,BM,Violence,23663
2015,NE,Violence,139
2019,QA,Violence,141254
2015,JO,Violence,421274
2018,TS,Violence,119483
2016,BD,Violence,6482
2018,TZ,Violence,29555
2015,TD,Violence,9532
2019,SF,Violence,81262
2017,ZA,Violence,20196
2019,PM,Violence,24241
2016,CS,Violence,11477
2016,JE,Violence,30414
2015,ST,Violence,1070
2019,MB,Violence,1959
